s_m,x_m,y_m,vx_mps,width_left_m,width_right_m
25.7058097,3.6932208,0.8401348,3.0,0.3329483,1.1453282
25.6558955,3.644014,0.8317569,3.0,0.3297494,1.1436373
25.6059814,3.5948075,0.8233825,3.0,0.3265506,1.1419463
25.5560672,3.5456006,0.8150136,3.0,0.3233517,1.1402554
25.506153,3.4963928,0.8066524,3.0,0.3201529,1.1385644
25.4562388,3.4471833,0.7983009,3.0,0.316954,1.1368735
25.4063246,3.3979717,0.7899611,3.0,0.3137551,1.1351826
25.3564104,3.3487572,0.781635,3.0,0.3105563,1.1334916
25.3064962,3.2995393,0.7733247,3.0,0.3073574,1.1318007
25.256582,3.2503176,0.7650323,3.0,0.3041585,1.1301097
25.2066678,3.2011033,0.7567614,3.0,0.3009597,1.1284188
25.1567536,3.151884,0.7485106,3.0,0.3002623,1.1260897
25.1068394,3.1026594,0.7402803,3.0,0.300637,1.1234872
25.0569252,3.0534294,0.7320707,3.0,0.3010117,1.1208847
25.007011,3.0041936,0.7238821,3.0,0.3013864,1.1182822
24.9570968,2.9549518,0.7157148,3.0,0.3017612,1.1156797
24.9071826,2.9057036,0.7075691,3.0,0.3021359,1.1130772
24.8572685,2.8564488,0.6994453,3.0,0.3025106,1.1104746
24.8073543,2.8071871,0.6913438,3.0,0.3028853,1.1078721
24.7574401,2.7579195,0.683265,3.0,0.30326,1.1052696
24.7075259,2.7086747,0.6752127,3.0,0.3036347,1.1026671
24.6576117,2.6594235,0.6671764,3.0,0.3046437,1.0994442
24.6076975,2.6101672,0.6591497,3.0,0.3066041,1.0952908
24.5577833,2.5609069,0.6511261,3.0,0.3085645,1.0911374
24.5078691,2.5116437,0.6430991,3.0,0.3105249,1.086984
24.4579549,2.4623786,0.6350624,3.0,0.3124853,1.0828306
24.4080407,2.4131129,0.6270093,3.0,0.3144457,1.0786772
24.3581265,2.3638476,0.6189336,3.0,0.3164061,1.0745238
24.3082123,2.3145839,0.6108286,3.0,0.3183665,1.0703704
24.2582981,2.2653243,0.6026883,3.0,0.3203269,1.066217
24.2083839,2.2160948,0.5945099,3.0,0.3222873,1.0620636
24.1584697,2.1668708,0.5862813,3.0,0.3238181,1.0578154
24.1085555,2.1176539,0.5779945,3.0,0.321483,1.0527137
24.0586414,2.0684459,0.5696414,3.0,0.3191479,1.0476121
24.0087272,2.0192485,0.5612142,3.0,0.3168128,1.0425105
23.958813,1.9700633,0.5527047,3.0,0.3144777,1.0374089
23.9088988,1.920892,0.544105,3.0,0.3121426,1.0323073
23.8589846,1.8717363,0.5354069,3.0,0.3098075,1.0272056
23.8090704,1.8225979,0.5266026,3.0,0.3074724,1.022104
23.7591562,1.7734793,0.5176841,3.0,0.3051372,1.0170024
23.709242,1.7243943,0.5086455,3.0,0.3028021,1.0119008
23.6593278,1.6753324,0.4994756,3.0,0.300467,1.0067991
23.6094136,1.6262958,0.4901655,3.0,0.3,0.9998062
23.5594994,1.5772871,0.4807061,3.0,0.3,0.9923403
23.5095852,1.5283084,0.4710887,3.0,0.3,0.9848745
23.459671,1.4793623,0.4613041,3.0,0.3,0.9774087
23.4097568,1.4304511,0.4513434,3.0,0.3,0.9699429
23.3598426,1.3815772,0.4411978,2.9993561,0.3,0.9624771
23.3099284,1.3327428,0.4308582,2.9942386,0.3,0.9550112
23.2600143,1.2839537,0.4203163,2.9845581,0.3,0.9475454
23.2101001,1.2352522,0.4095719,2.9702222,0.3,0.9400796
23.1601859,1.1865966,0.3986051,2.951159,0.3,0.9326138
23.1102717,1.1379885,0.387405,2.9279992,0.3049559,0.9238098
23.0603575,1.0894294,0.3759608,2.9045557,0.3148676,0.9136677
23.0104433,1.0409211,0.3642617,2.8808975,0.3247794,0.9035256
22.9605291,0.9924652,0.3522969,2.8570923,0.3346912,0.8933835
22.9106149,0.9440633,0.3400556,2.8331824,0.3446029,0.8832413
22.8607007,0.895717,0.3275268,2.8091479,0.3545147,0.8730992
22.8107865,0.847428,0.3146999,2.784987,0.3644264,0.8629571
22.7608723,0.7992102,0.3015673,2.760698,0.3743382,0.852815
22.7109581,0.7512299,0.2881647,2.7362791,0.38425,0.8426728
22.6610439,0.7033172,0.2744336,2.7117286,0.3941617,0.8325307
22.6111297,0.6554792,0.2603628,2.6870432,0.4051746,0.8216846
22.5612155,0.6077231,0.2459411,2.6621993,0.4205921,0.8080225
22.5113013,0.560056,0.2311574,2.6371705,0.4360096,0.7943603
22.4613872,0.5124852,0.2160004,2.6119276,0.451427,0.7806982
22.411473,0.4650176,0.2004592,2.5864383,0.4668445,0.7670361
22.3615588,0.4176606,0.1845223,2.5606699,0.482262,0.7533739
22.3116446,0.3704212,0.1681789,2.5347169,0.4976794,0.7397118
22.2617304,0.3233098,0.1514187,2.5086798,0.5130969,0.7260497
22.2118162,0.2764757,0.1342812,2.4826653,0.5285144,0.7123876
22.161902,0.2297898,0.1166974,2.4567864,0.5439318,0.6987254
22.1119878,0.1832686,0.0986471,2.43116,0.5593493,0.6850633
22.0620736,0.1369291,0.0801104,2.4057786,0.5821913,0.6729113
22.0121594,0.090788,0.0610675,2.3806318,0.6058582,0.6609271
21.9622452,0.0448619,0.0414984,2.3557054,0.6295252,0.6489429
21.912331,-0.0008322,0.0213831,2.330981,0.6531921,0.6369587
21.8624168,-0.0462776,0.0007016,2.3064349,0.6768591,0.6249745
21.8125026,-0.0914577,-0.0205658,2.2821088,0.700526,0.6129903
21.7625884,-0.1363556,-0.0424393,2.2580563,0.724193,0.6010061
21.7126742,-0.1809275,-0.0649256,2.2343403,0.7478599,0.5890219
21.6627601,-0.2251716,-0.0880566,2.2110341,0.7715269,0.5770377
21.6128459,-0.2690609,-0.1118529,2.1882229,0.7951938,0.5650535
21.5629317,-0.312567,-0.1363349,2.1659335,0.8263962,0.5527665
21.5130175,-0.3556615,-0.1615224,2.1441886,0.8626221,0.5402777
21.4631033,-0.3983159,-0.1874358,2.123009,0.898848,0.5277888
