s_m,x_m,y_m,vx_mps,width_left_m,width_right_m
8.8896572,1.7910142,-2.0439287,2.3703062,0.3583410,1.1611150
8.9395991,1.7414073,-2.0400727,2.3365351,0.3587586,1.1572469
8.9895410,1.6918185,-2.0356886,2.3055192,0.3591762,1.1533788
9.0394829,1.6422318,-2.0306961,2.2775702,0.3655304,1.1449327
9.0894248,1.5926312,-2.0250146,2.2530575,0.3718847,1.1364866
9.1393667,1.5430005,-2.0185636,2.2325032,0.3782389,1.1280405
9.1893086,1.4933237,-2.0112627,2.2153391,0.3845931,1.1195944
9.2392505,1.4435847,-2.0030312,2.2004971,0.3909474,1.1111482
9.2891924,1.3943388,-1.9939110,2.1868858,0.3973016,1.1027021
9.3391343,1.3451312,-1.9838171,2.1734056,0.4036558,1.0942560
9.3890762,1.2960345,-1.9727592,2.1588474,0.4100101,1.0858099
9.4390180,1.2471446,-1.9607508,2.1432693,0.4163643,1.0773638
9.4889599,1.1985574,-1.9478056,2.1273252,0.4227185,1.0689177
9.5389018,1.1503689,-1.9339372,2.1118438,0.4325701,1.0547234
9.5888437,1.1026749,-1.9191593,2.0979996,0.4424218,1.0405292
9.6387856,1.0555715,-1.9034856,2.0871058,0.4522734,1.0263349
9.6887275,1.0091545,-1.8869296,2.0790979,0.4621250,1.0121407
9.7386694,0.9627569,-1.8692040,2.0756030,0.4719766,0.9979464
9.7886113,0.9150383,-1.8496910,2.0770392,0.4818282,0.9837522
9.8385532,0.8682294,-1.8292993,2.0760543,0.4916798,0.9695579
9.8884951,0.8222819,-1.8081060,2.0701004,0.5015314,0.9553637
9.9384370,0.7771475,-1.7861885,2.0578326,0.5113831,0.9411694
9.9883789,0.7327777,-1.7636237,2.0360967,0.5212347,0.9269752
10.0383208,0.6891242,-1.7404890,2.0027496,0.5386646,0.9040348
10.0882627,0.6461387,-1.7168616,1.9629863,0.5560946,0.8810944
10.1382046,0.6037728,-1.6928186,1.9182268,0.5735246,0.8581540
10.1881465,0.5617101,-1.6682787,1.8705446,0.5909545,0.8352136
10.2380884,0.5187308,-1.6425169,1.8220616,0.6083845,0.8122732
10.2880303,0.4763734,-1.6162391,1.7749332,0.6258145,0.7893328
10.3379721,0.4346776,-1.5892547,1.7313330,0.6432444,0.7663924
10.3879140,0.3936832,-1.5613732,1.6921643,0.6606744,0.7434520
10.4378559,0.3534299,-1.5324042,1.6575457,0.6781044,0.7205116
10.4877978,0.3139575,-1.5021572,1.6273197,0.6955343,0.6975712
10.5377397,0.2753057,-1.4704418,1.6006335,0.7051097,0.6796313
10.5876816,0.2375142,-1.4370673,1.5765155,0.7146852,0.6616914
10.6376235,0.2014983,-1.4027135,1.5537509,0.7242606,0.6437515
10.6875654,0.1676277,-1.3677795,1.5313347,0.7338360,0.6258116
10.7375073,0.1348529,-1.3311650,1.5085959,0.7434114,0.6078716
10.7874492,0.1033677,-1.2929133,1.4856033,0.7529868,0.5899317
10.8373911,0.0733659,-1.2530681,1.4626327,0.7625622,0.5719918
10.8873330,0.0450413,-1.2116729,1.4403633,0.7721376,0.5540519
10.9372749,0.0185878,-1.1687712,1.4195726,0.7817130,0.5361120
10.9872168,-0.0058009,-1.1244066,1.4007592,0.7912884,0.5181721
11.0371587,-0.0279309,-1.0786225,1.3843510,0.7916764,0.5075875
11.0871006,-0.0475329,-1.0316593,1.3691024,0.7920644,0.4970030
11.1370425,-0.0641791,-0.9845036,1.3538766,0.7924523,0.4864184
11.1869844,-0.0781981,-0.9363405,1.3374932,0.7928403,0.4758338
11.2369262,-0.0894634,-0.8873969,1.3190611,0.7932283,0.4652493
11.2868681,-0.0978488,-0.8378996,1.2979134,0.7936163,0.4546647
11.3368100,-0.1032277,-0.7880757,1.2752807,0.7940042,0.4440802
11.3867519,-0.1054737,-0.7381521,1.2525031,0.7943922,0.4334956
11.4366938,-0.1044606,-0.6883558,1.2338586,0.7947802,0.4229110
11.4866357,-0.1000618,-0.6389136,1.2198016,0.7951682,0.4123265
11.5365776,-0.0921510,-0.5900526,1.2127367,0.7965568,0.4065938
11.5865195,-0.0807393,-0.5424244,1.2149289,0.7979454,0.4008612
11.6364614,-0.0659451,-0.4959218,1.2269925,0.7993341,0.3951285
11.6864033,-0.0479444,-0.4503392,1.2460087,0.8007227,0.3893959
11.7363452,-0.0269640,-0.4057110,1.2724869,0.8021113,0.3836632
11.7862871,-0.0032309,-0.3620715,1.3045512,0.8035000,0.3779306
11.8362290,0.0230280,-0.3194552,1.3399852,0.8048886,0.3721979
11.8861709,0.0515858,-0.2778963,1.3777434,0.8062772,0.3664653
11.9361128,0.0822157,-0.2374291,1.4170961,0.8076659,0.3607326
11.9860547,0.1146906,-0.1980881,1.4574787,0.8090545,0.3550000
