s_m,x_m,y_m,vx_mps,width_left_m,width_right_m
4.3369473,4.2506796,0.0588484,1.6019657,0.6504675,0.7455547
4.3867972,4.2851767,0.0220255,1.5831129,0.6905501,0.7148568
4.4366472,4.3182326,-0.0160592,1.5613704,0.7306327,0.6841588
4.4864972,4.3497099,-0.0552934,1.5378996,0.7707154,0.6534609
4.5363471,4.3794714,-0.0955646,1.5139351,0.8107980,0.6227629
4.5861971,4.4073798,-0.1367605,1.4912427,0.8508806,0.5920650
4.6360471,4.4332978,-0.1787687,1.4731189,0.8909633,0.5613670
4.6858970,4.4570881,-0.2214768,1.4598895,0.9310459,0.5306691
4.7357470,4.4789492,-0.2654912,1.4529550,0.9711285,0.4999711
4.7855970,4.4994616,-0.3126243,1.4524980,1.0112112,0.4692732
4.8354470,4.5173660,-0.3602437,1.4579270,1.0539473,0.4418285
4.8852969,4.5327755,-0.4082742,1.4669153,1.0998678,0.4182877
4.9351469,4.5458033,-0.4566402,1.4798624,1.1457883,0.3947468
4.9849969,4.5565627,-0.5052664,1.4956938,1.1917087,0.3712060
5.0348468,4.5651669,-0.5540773,1.5141855,1.2376292,0.3476652
5.0846968,4.5717291,-0.6029974,1.5348616,1.2835496,0.3241244
5.1345468,4.5763624,-0.6519514,1.5464406,1.3294701,0.3005835
5.1843967,4.5791801,-0.7008639,1.5461310,1.3753905,0.2770427
5.2342467,4.5802954,-0.7496594,1.5326201,1.4213110,0.2535019
5.2840967,4.5797463,-0.8007629,1.5053612,1.4672314,0.2299611
5.3339466,4.5773306,-0.8530044,1.4642100,1.5131519,0.2064202
5.3837966,4.5729429,-0.9046563,1.4199888,1.5168305,0.2107747
5.4336466,4.5664857,-0.9555148,1.3752242,1.5046684,0.2255898
5.4834965,4.5578613,-1.0053763,1.3311834,1.4925063,0.2404050
5.5333465,4.5469722,-1.0540371,1.2887169,1.4803442,0.2552202
5.5831965,4.5337209,-1.1012934,1.2491718,1.4681821,0.2700354
5.6330465,4.5180099,-1.1469415,1.2183098,1.4560200,0.2848505
5.6828964,4.4997417,-1.1907777,1.1959547,1.4438579,0.2996657
5.7327464,4.4788186,-1.2325982,1.1863989,1.4316958,0.3144809
5.7825964,4.4533067,-1.2751307,1.1918393,1.4195338,0.3292961
5.8324463,4.4245368,-1.3158310,1.2130320,1.4073717,0.3441112
5.8822963,4.3932382,-1.3544200,1.2458052,1.3952096,0.3589264
5.9321463,4.3598215,-1.3912027,1.2915078,1.3482853,0.3838478
5.9819962,4.3246978,-1.4264841,1.3465964,1.3013609,0.4087692
6.0318462,4.2882777,-1.4605690,1.4090776,1.2544366,0.4336906
6.0816962,4.2509721,-1.4937624,1.4765776,1.2075123,0.4586120
6.1315461,4.2131917,-1.5263694,1.5464785,1.1605880,0.4835335
6.1813961,4.1753475,-1.5586947,1.6165610,1.1136636,0.5084549
6.2312461,4.1377212,-1.5910518,1.6849272,1.0667393,0.5333763
6.2810960,4.1002962,-1.6233792,1.7499957,1.0198150,0.5582977
6.3309460,4.0628568,-1.6555463,1.7982125,0.9728907,0.5832191
6.3807960,4.0251763,-1.6874309,1.8250719,0.9259663,0.6081405
6.4306460,3.9870284,-1.7189111,1.8330097,0.8838660,0.6329415
6.4804959,3.9481865,-1.7498646,1.8246903,0.8546297,0.6574217
6.5303459,3.9084242,-1.7801693,1.8044035,0.8253933,0.6819018
6.5801959,3.8675150,-1.8097032,1.7859992,0.7961569,0.7063819
6.6300458,3.8252324,-1.8383442,1.7777823,0.7669206,0.7308621
6.6798958,3.7846901,-1.8639748,1.7795608,0.7376842,0.7553422
6.7297458,3.7432395,-1.8885028,1.7902449,0.7084479,0.7798223
6.7795957,3.7006024,-1.9121787,1.8067425,0.6792115,0.8043025
6.8294457,3.6568737,-1.9350094,1.8294225,0.6499751,0.8287826
6.8792957,3.6121483,-1.9570015,1.8556685,0.6207388,0.8532627
6.9291456,3.5665209,-1.9781620,1.8842017,0.5915024,0.8777429
