s_m,x_m,y_m,vx_mps,width_left_m,width_right_m
3.7981385,10.7835579,11.8556176,3.0000000,0.4147687,0.5852313
3.8481140,10.8062465,11.9001563,3.0000000,0.4187768,0.5812232
3.8980896,10.8291191,11.9446087,3.0000000,0.4227848,0.5772152
3.9480651,10.8521808,11.9889718,3.0000000,0.4267929,0.5732071
3.9980406,10.8754342,12.0332376,3.0000000,0.4308009,0.5691991
4.0480161,10.8988532,12.0773447,3.0000000,0.4339357,0.5660643
4.0979916,10.9224758,12.1213526,3.0000000,0.4366284,0.5633716
4.1479671,10.9463066,12.1652572,3.0000000,0.4393210,0.5606790
4.1979426,10.9703504,12.2090547,3.0000000,0.4420136,0.5579864
4.2479181,10.9946120,12.2527411,3.0000000,0.4447063,0.5552937
4.2978936,11.0190961,12.2963126,3.0000000,0.4473989,0.5526011
4.3478691,11.0438076,12.3397652,3.0000000,0.4500916,0.5499084
4.3978446,11.0687511,12.3830950,3.0000000,0.4527842,0.5472158
4.4478201,11.0939315,12.4262980,3.0000000,0.4554769,0.5445231
4.4977956,11.1193509,12.4693659,3.0000000,0.4581695,0.5418305
4.5477711,11.1449723,12.5122257,3.0000000,0.4567307,0.5432693
4.5977467,11.1708435,12.5549466,3.0000000,0.4527796,0.5472204
4.6477222,11.1969685,12.5975235,3.0000000,0.4488284,0.5511716
4.6976977,11.2233516,12.6399517,3.0000000,0.4448773,0.5551227
4.7476732,11.2499970,12.6822263,3.0000000,0.4409261,0.5590739
4.7976487,11.2769088,12.7243424,3.0000000,0.4369750,0.5630250
4.8476242,11.3040914,12.7662951,3.0000000,0.4330238,0.5669762
4.8975997,11.3315489,12.8080795,3.0000000,0.4290727,0.5709273
4.9475752,11.3592855,12.8496908,3.0000000,0.4251215,0.5748785
4.9975507,11.3873037,12.8911218,3.0000000,0.4211704,0.5788296
5.0475262,11.4155573,12.9322943,3.0000000,0.4133178,0.5866822
5.0975017,11.4441007,12.9732786,3.0000000,0.4026381,0.5973619
5.1474772,11.4729375,13.0140686,3.0000000,0.3919583,0.6080417
5.1974527,11.5020710,13.0546582,3.0000000,0.3812786,0.6187214
5.2474282,11.5315047,13.0950415,2.9963306,0.3705989,0.6294011
5.2974038,11.5612421,13.1352124,2.9887518,0.3599192,0.6400808
5.3473793,11.5912866,13.1751648,2.9772374,0.3492395,0.6507605
5.3973548,11.6216417,13.2148927,2.9617577,0.3385598,0.6614402
5.4473303,11.6523108,13.2543901,2.9422798,0.3278800,0.6721200
5.4973058,11.6832973,13.2936509,2.9224341,0.3172003,0.6827997
5.5472813,11.7145535,13.3326058,2.9024185,0.3084192,0.6915808
5.5972568,11.7461310,13.3713104,2.8822137,0.3012698,0.6987302
5.6472323,11.7780326,13.4097586,2.8617998,0.2941204,0.7058796
5.6972078,11.8102608,13.4479429,2.8411566,0.2869710,0.7130290
5.7471833,11.8428176,13.4858561,2.8202649,0.2798216,0.7201784
5.7971588,11.8757053,13.5234908,2.7991043,0.2726721,0.7273279
5.8471343,11.9089260,13.5608395,2.7776524,0.2655227,0.7344773
5.8971098,11.9424820,13.5978951,2.7558852,0.2583733,0.7416267
5.9470853,11.9763755,13.6346501,2.7337758,0.2512239,0.7487761
5.9970609,12.0106086,13.6710971,2.7113284,0.2440744,0.7559256
6.0470364,12.0451333,13.7071765,2.6885487,0.2384716,0.7615284
6.0970119,12.0799981,13.7429279,2.6654407,0.2344416,0.7655584
6.1469874,12.1152110,13.7783470,2.6420067,0.2304115,0.7695885
6.1969629,12.1507757,13.8134244,2.6182475,0.2263815,0.7736185
6.2469384,12.1866962,13.8481511,2.5941288,0.2223515,0.7776485
6.2969139,12.2229759,13.8825179,2.5696095,0.2183214,0.7816786
6.3468894,12.2596189,13.9165157,2.5446455,0.2142914,0.7857086
6.3968649,12.2966287,13.9501353,2.5191884,0.2102614,0.7897386
6.4468404,12.3340091,13.9833675,2.4931834,0.2062313,0.7937687
6.4968159,12.3717639,14.0162033,2.4666444,0.2022013,0.7977987
6.5467914,12.4097624,14.0485196,2.4395972,0.2000000,0.8000000
6.5967669,12.4481157,14.0803968,2.4120656,0.2000000,0.8000000
6.6467424,12.4868546,14.1118408,2.3840709,0.2000000,0.8000000
6.6967180,12.5259848,14.1428355,2.3556338,0.2000000,0.8000000
6.7466935,12.5655117,14.1733649,2.3266979,0.2000000,0.8000000
6.7966690,12.6054407,14.2034130,2.2971857,0.2000000,0.8000000
6.8466445,12.6457775,14.2329637,2.2670108,0.2000000,0.8000000
6.8966200,12.6865275,14.2620009,2.2360779,0.2000000,0.8000000
6.9465955,12.7276962,14.2905087,2.2044349,0.2000000,0.8000000
6.9965710,12.7692891,14.3184709,2.1723833,0.2000000,0.8000000
